"gene.id" "hgnc_symbol" "chromosome_name" "logFC" "logCPM" "LR" "PValue" "FDR"
"ENSG00000227782" "ENSG00000227782" "" "17" 0.90413886688075 -0.106827117140268 11.355889638942 0.000752090868179484 0.371060146049238
"ENSG00000231290" "ENSG00000231290" "APCDD1L-DT" "20" -0.384859306233624 3.8587708810842 10.8028777816329 0.00101342433634764 0.486105873334753
"ENSG00000260853" "ENSG00000260853" "" "16" 0.772688999868699 1.29362735013596 10.528434821941 0.00117551726717821 0.548617085665764
"ENSG00000224975" "ENSG00000224975" "INE1" "X" 0.713289967825143 1.12121741993627 10.390473043015 0.00126667168239863 0.5756022792542
"ENSG00000165389" "ENSG00000165389" "SPTSSA" "14" -0.304163716635192 6.09011672566791 10.249996971441 0.00136684825087883 0.605198348619888
"ENSG00000161888" "ENSG00000161888" "SPC24" "19" -0.27260021773421 5.4888247465021 10.0210733662185 0.00154759252745075 0.668095694100489
"ENSG00000213131" "ENSG00000213131" "YWHAZP4" "6" 1.66966326105553 -1.85490772053869 9.78877499121592 0.00175580394729981 0.739493233218858
"ENSG00000283108" "ENSG00000283108" "" "19" 1.02650147386436 -1.02037951217709 9.70135919437597 0.00184131768578493 0.75704461424129
"ENSG00000058262" "ENSG00000058262" "SEC61A1" "3" -0.200288553306233 8.78994376950822 9.60980810201109 0.00193540866166665 0.777224110922319
"ENSG00000176473" "ENSG00000176473" "WDR25" "14" -0.34994474758194 2.83153681593436 9.40770654657619 0.00216075327249271 0.84799744339555
"ENSG00000064692" "ENSG00000064692" "SNCAIP" "5" 1.21171505438692 -1.25274121610724 8.99328915468592 0.00270972838367185 0.99982912317708
"ENSG00000269834" "ENSG00000269834" "ZNF528-AS1" "19" 0.242993923651918 4.88737331154898 8.85528445968664 0.00292241571356308 0.99982912317708
"ENSG00000269028" "ENSG00000269028" "MTRNR2L12" "3" 1.05374069158947 0.607556844919253 8.72428358510162 0.00313999428527126 0.99982912317708
"ENSG00000214765" "ENSG00000214765" "SEPTIN7P2" "7" 0.304576770432245 3.09379580641539 8.69661620298104 0.00318801317051894 0.99982912317708
"ENSG00000100038" "ENSG00000100038" "TOP3B" "22" 1.27538172233688 -1.60396869262867 8.66248001546281 0.00324828901388144 0.99982912317708
"ENSG00000169282" "ENSG00000169282" "KCNAB1" "3" 0.605468882170827 1.03246163031218 8.65092822232611 0.00326894778738782 0.99982912317708
"ENSG00000267940" "ENSG00000267940" "" "11" 0.783784945517249 0.496280214723551 8.61498318590414 0.00333408874814377 0.99982912317708
"ENSG00000214748" "ENSG00000214748" "" "X" -1.33640357755815 -0.789939382337303 8.58875364861013 0.00338245431322146 0.99982912317708
"ENSG00000181355" "ENSG00000181355" "OFCC1" "6" -1.19590299814206 -1.36373726714155 8.55133843325406 0.00345268274240448 0.99982912317708
"ENSG00000276023" "ENSG00000276023" "DUSP14" "17" -0.748113093399652 0.798890026395139 8.52816327904207 0.00349692424413085 0.99982912317708
"ENSG00000198431" "ENSG00000198431" "TXNRD1" "12" -0.212332711193779 9.86323760522375 8.52291036102147 0.00350703196366765 0.99982912317708
"ENSG00000008394" "ENSG00000008394" "MGST1" "12" -0.245821082265334 7.04117208275048 8.49019882977066 0.00357064782510158 0.99982912317708
"ENSG00000091428" "ENSG00000091428" "RAPGEF4" "2" 0.716136599759482 -0.113502344142569 8.47541381106542 0.00359978486601385 0.99982912317708
"ENSG00000102931" "ENSG00000102931" "ARL2BP" "16" 1.22057599003611 -1.47624637337574 8.40711138122788 0.00373756056565783 0.99982912317708
"ENSG00000134825" "ENSG00000134825" "TMEM258" "11" -0.213618568722778 6.17403084042865 8.40389392567478 0.00374418134520124 0.99982912317708
"ENSG00000197157" "ENSG00000197157" "SND1" "7" -0.21289091411798 8.16329406161447 8.40161141187768 0.00374888546267603 0.99982912317708
"ENSG00000243678" "ENSG00000243678" "NME2" "17" 0.566204029612445 1.40624293748258 8.30984162163077 0.00394308294331183 0.99982912317708
"ENSG00000270060" "ENSG00000270060" "" "11" 0.645760537827797 0.214753614702033 8.30585021132572 0.00395175788365808 0.99982912317708
"ENSG00000143819" "ENSG00000143819" "EPHX1" "1" -0.214402008866895 6.2218073612567 8.27026907302324 0.0040299533448033 0.99982912317708
"ENSG00000238279" "ENSG00000238279" "" "1" 0.324051502440987 3.68420287653593 8.20630595114767 0.00417450519748921 0.99982912317708
"ENSG00000001084" "ENSG00000001084" "GCLC" "6" -0.262174043182816 5.77115152535949 8.15108676921474 0.00430353630597444 0.99982912317708
"ENSG00000108448" "ENSG00000108448" "TRIM16L" "17" -0.27642606980025 4.84865714046992 8.07555609516823 0.00448663365959464 0.99982912317708
"ENSG00000241978" "ENSG00000241978" NA NA 1.38779024849632 -1.31138632608819 8.07298615650149 0.00449300125559527 0.99982912317708
"ENSG00000106541" "ENSG00000106541" "AGR2" "7" -0.866539921269649 4.06708767415322 8.0563360703899 0.00453447910223557 0.99982912317708
"ENSG00000226763" "ENSG00000226763" "SRRM5" "19" 0.846018961229148 -0.42382736078133 8.04673573270682 0.00455857199466187 0.99982912317708
"ENSG00000107968" "ENSG00000107968" "MAP3K8" "10" 0.333183829740294 2.73894326485694 8.02029940838214 0.00462559226622661 0.99982912317708
"ENSG00000004534" "ENSG00000004534" "RBM6" "3" 0.182287689037785 6.88686917970559 7.95831376855858 0.00478669884588843 0.99982912317708
"ENSG00000164776" "ENSG00000164776" "PHKG1" "7" 0.7423337178985 0.0808477710875485 7.93957626600004 0.00483651585027752 0.99982912317708
"ENSG00000182158" "ENSG00000182158" "CREB3L2" "7" -0.229409126261418 6.83439980078895 7.91062980284087 0.00491451570324446 0.99982912317708
"ENSG00000232415" "ENSG00000232415" "ELN-AS1" "7" 1.00930974821818 -1.20457750519902 7.87974925272401 0.00499914111717781 0.99982912317708
"ENSG00000149428" "ENSG00000149428" "HYOU1" "11" -0.230860671687285 8.44869643750939 7.86914494962605 0.00502854254109363 0.99982912317708
"ENSG00000263624" "ENSG00000263624" "" "17" 0.879312668515008 -0.628168934164001 7.86857885854302 0.00503011702696551 0.99982912317708
"ENSG00000093100" "ENSG00000093100" "" "22" 0.999040843191381 -1.02795533402587 7.86188953246348 0.00504876033442529 0.99982912317708
"ENSG00000183111" "ENSG00000183111" "ARHGEF37" "5" 0.563701162300538 1.62893972818987 7.85876883679372 0.00505748185840016 0.99982912317708
"ENSG00000171291" "ENSG00000171291" "ZNF439" "19" 0.32809955925311 4.39676268043876 7.8547989419107 0.00506859886383796 0.99982912317708
"ENSG00000111700" "ENSG00000111700" "SLCO1B3" "12" -0.402600782432629 2.483552772098 7.8374821241706 0.00511738361680557 0.99982912317708
"ENSG00000166333" "ENSG00000166333" "ILK" "11" 0.491414757915122 1.16721015973485 7.83113789354885 0.00513537605773264 0.99982912317708
"ENSG00000257671" "ENSG00000257671" "KRT7-AS" "12" 0.432158907587277 2.88408517798262 7.82219444913618 0.00516084952016992 0.99982912317708
"ENSG00000186166" "ENSG00000186166" "CENATAC" "11" 0.390208268083089 5.63630005059552 7.79328536340933 0.00524407523051295 0.99982912317708
"ENSG00000166473" "ENSG00000166473" "PKD1L2" "16" 1.3280889094978 -1.75895749622701 7.64452122854069 0.00569450081013888 0.99982912317708
"ENSG00000228653" "ENSG00000228653" "HNRNPCP7" "7" 0.793510223315344 -0.415011927195041 7.63172863341905 0.00573503099265316 0.99982912317708
"ENSG00000224358" "ENSG00000224358" "TMCO1-AS1" "1" 1.07289722782454 -1.00639841169404 7.5520778032538 0.00599409194547487 0.99982912317708
"ENSG00000092964" "ENSG00000092964" "DPYSL2" "8" 0.189742134952061 7.421422541929 7.45807340936689 0.00631525603620443 0.99982912317708
"ENSG00000173258" "ENSG00000173258" "ZNF483" "9" -0.971327157557458 -0.721428670894733 7.43829653858124 0.0063850297658326 0.99982912317708
"ENSG00000143995" "ENSG00000143995" "MEIS1" "2" 0.715393440281749 0.0571306928246256 7.39615466436997 0.00653634537537447 0.99982912317708
"ENSG00000272977" "ENSG00000272977" "" "22" 0.441195979663596 1.45868787187754 7.367654000159 0.00664075139879918 0.99982912317708
"ENSG00000276071" "ENSG00000276071" "" "19" 0.699039737225716 -0.206361097932442 7.35670823280401 0.00668130005189751 0.99982912317708
"ENSG00000162144" "ENSG00000162144" "CYB561A3" "11" -0.21579139151821 5.42515999272931 7.33645966749787 0.00675697874571916 0.99982912317708
"ENSG00000260686" "ENSG00000260686" "" "5" -0.64162240847838 0.0844807107245717 7.32616418020091 0.00679579312133516 0.99982912317708
"ENSG00000160211" "ENSG00000160211" "G6PD" "X" -0.240699677168852 7.78812747258783 7.3009288095224 0.00689189748960611 0.99982912317708
"ENSG00000205571" "ENSG00000205571" "SMN2" "5" 1.0608496194757 -0.816203524777115 7.2828030679332 0.00696178183798392 0.99982912317708
"ENSG00000084110" "ENSG00000084110" "HAL" "12" 0.824533327682799 -0.25302370395279 7.26354282495029 0.00703683390657659 0.99982912317708
"ENSG00000124602" "ENSG00000124602" "UNC5CL" "6" 0.535429001173539 1.24659960209582 7.26314146498325 0.00703840666189001 0.99982912317708
"ENSG00000175741" "ENSG00000175741" "RWDD4P2" "7" 1.33082022863163 -1.6037316677759 7.26164075231056 0.00704429048517357 0.99982912317708
"ENSG00000280828" "ENSG00000280828" "" "7" 1.26513488526512 -1.80646772300931 7.2569964058492 0.00706253136899058 0.99982912317708
"ENSG00000198074" "ENSG00000198074" "AKR1B10" "7" -0.651576093880734 0.352486151918422 7.25264712954997 0.00707965710613558 0.99982912317708
"ENSG00000167371" "ENSG00000167371" "PRRT2" "16" 0.733495802975893 -0.473103946468033 7.2509399132897 0.00708639104162803 0.99982912317708
"ENSG00000235027" "ENSG00000235027" "" "11" 0.344510254185923 2.87247716182481 7.2430749652104 0.0071174981236747 0.99982912317708
"ENSG00000096063" "ENSG00000096063" "SRPK1" "6" -0.173939029072957 8.81119149632955 7.21840486026383 0.00721598041474304 0.99982912317708
"ENSG00000110711" "ENSG00000110711" "AIP" "11" -0.190466922778358 5.46591719231532 7.210035811669 0.00724970478398198 0.99982912317708
"ENSG00000204764" "ENSG00000204764" "RANBP17" "5" 0.311007730369367 4.09349039674665 7.18096961608442 0.00736808775385389 0.99982912317708
"ENSG00000101310" "ENSG00000101310" "SEC23B" "20" -0.179886007662586 6.98970858306421 7.11744950874541 0.00763372292353627 0.99982912317708
"ENSG00000112855" "ENSG00000112855" "HARS2" "5" 0.1974166040919 5.59183585341322 7.10021417009863 0.00770747416711702 0.99982912317708
"ENSG00000282508" "ENSG00000282508" "LINC01002" "19" 0.78052540806641 -0.325089473656924 7.08437574281159 0.00777589021249666 0.99982912317708
"ENSG00000237846" "ENSG00000237846" "" "9" -0.961289170413249 -1.22678108553292 7.05193012425399 0.00791798876136746 0.99982912317708
"ENSG00000274943" "ENSG00000274943" "" "12" 0.759429918544033 -0.330909636523917 7.02959229193271 0.00801736039955564 0.99982912317708
"ENSG00000006534" "ENSG00000006534" "ALDH3B1" "11" -0.253589328266096 4.2371096484722 7.02798579635136 0.00802455600288783 0.99982912317708
"ENSG00000232334" "ENSG00000232334" "" "10" 1.16645754346865 -1.90585518124778 7.00313013594107 0.00813673174977264 0.99982912317708
"ENSG00000266777" "ENSG00000266777" "SH3GL1P1" "17" 0.759268278539411 -0.368728581037979 7.00144286798567 0.00814440442842273 0.99982912317708
"ENSG00000203804" "ENSG00000203804" "ADAMTSL4-AS1" "1" 0.919827352088762 -1.00511991574771 6.96825618842573 0.00829683120035353 0.99982912317708
"ENSG00000182985" "ENSG00000182985" "CADM1" "11" 0.401401773210254 1.5964432207674 6.95464342582541 0.00836019599049358 0.99982912317708
"ENSG00000258947" "ENSG00000258947" "TUBB3" "16" 0.567711196870455 0.59880488691207 6.93841099438747 0.00843640251645772 0.99982912317708
"ENSG00000270300" "ENSG00000270300" "PHACTR2P1" "10" 1.21122553776898 -1.36421987897004 6.89942810248787 0.00862233273578616 0.99982912317708
"ENSG00000166415" "ENSG00000166415" "WDR72" "15" -0.638720242770173 0.352150763891694 6.88831584666747 0.0086760973045806 0.99982912317708
"ENSG00000111325" "ENSG00000111325" "OGFOD2" "12" 0.597591135104261 0.571512519212727 6.8360383052415 0.00893367496600834 0.99982912317708
"ENSG00000131475" "ENSG00000131475" "VPS25" "17" -0.195172626362568 6.4402352293849 6.81724228635138 0.00902818730100114 0.99982912317708
"ENSG00000188611" "ENSG00000188611" "ASAH2" "10" -0.441481557429146 1.84338198459631 6.81606091981817 0.00903416167080074 0.99982912317708
"ENSG00000043591" "ENSG00000043591" "ADRB1" "10" 1.09184454622118 -1.41772525233536 6.80536709818511 0.00908842664821481 0.99982912317708
"ENSG00000164879" "ENSG00000164879" "CA3" "8" 1.23475845066558 -1.91867420377007 6.77171176316917 0.00926139640361108 0.99982912317708
"ENSG00000180610" "ENSG00000180610" "ZBTB12BP" "4" 1.31480421413267 -1.53152893639497 6.76725921734361 0.00928453119874659 0.99982912317708
"ENSG00000262692" "ENSG00000262692" "" "17" 0.714150566668879 -0.45200962728294 6.76546270067957 0.00929388239434347 0.99982912317708
"ENSG00000279794" "ENSG00000279794" "" "19" 0.627230222394922 0.218196588491378 6.74925283290644 0.0093786951364852 0.99982912317708
"ENSG00000235245" "ENSG00000235245" NA NA 0.342312607624461 2.00379485072693 6.72118171038292 0.009527447903107 0.99982912317708
"ENSG00000233602" "ENSG00000233602" "ERI3-IT1" "1" 1.04769087923585 -1.38139331487198 6.72104502542146 0.00952817809829432 0.99982912317708
"ENSG00000204745" "ENSG00000204745" "" "2" 0.570199359952302 0.833715673889933 6.71740444733041 0.00954764782262362 0.99982912317708
"ENSG00000262691" "ENSG00000262691" "" "16" 0.661624668012195 -0.235516185613687 6.6698000594978 0.00980601886638488 0.99982912317708
"ENSG00000125247" "ENSG00000125247" "TMTC4" "13" -0.236033371078221 4.01330418669307 6.65251145555995 0.0099016161279601 0.99982912317708
"ENSG00000167136" "ENSG00000167136" "ENDOG" "9" 0.596494912243177 0.534462912468865 6.63944298119254 0.00997451167060819 0.99982912317708
"ENSG00000106803" "ENSG00000106803" "SEC61B" "9" -0.215735770505012 6.65827427057733 6.61680582303212 0.0101020852952443 0.99982912317708
"ENSG00000248923" "ENSG00000248923" "MTND5P11" "5" 0.853073816558058 -0.546551268218107 6.61228681991974 0.0101277521301999 0.99982912317708
"ENSG00000139597" "ENSG00000139597" "N4BP2L1" "13" 0.515435099466875 0.644437079874582 6.55167710500486 0.0104785343396031 0.99982912317708
"ENSG00000147437" "ENSG00000147437" "GNRH1" "8" 0.440011539175343 2.01784530061602 6.53404262782505 0.01058291662766 0.99982912317708
"ENSG00000114850" "ENSG00000114850" "SSR3" "3" -0.181238199576915 8.43588482578338 6.52087953885934 0.0106615264204154 0.99982912317708
"ENSG00000148735" "ENSG00000148735" "PLEKHS1" "10" 0.46100869176188 2.5435641148199 6.51674734328274 0.0106863271474004 0.99982912317708
"ENSG00000119915" "ENSG00000119915" "ELOVL3" "10" 1.24052825362966 -1.81756143941659 6.51433620280251 0.0107008257261029 0.99982912317708
"ENSG00000107833" "ENSG00000107833" "NPM3" "10" -0.262140974271149 5.41596957504703 6.51144150302095 0.0107182586794535 0.99982912317708
"ENSG00000177030" "ENSG00000177030" "DEAF1" "11" -0.253531766668874 4.55423237866879 6.51060507761985 0.0107233013653327 0.99982912317708
"ENSG00000136840" "ENSG00000136840" "ST6GALNAC4" "9" -0.261278067005723 4.23952015183869 6.50592968514275 0.0107515334714084 0.99982912317708
"ENSG00000072210" "ENSG00000072210" "ALDH3A2" "17" -0.167645846567335 6.95968245350521 6.49274702632138 0.0108315475109749 0.99982912317708
"ENSG00000203867" "ENSG00000203867" "RBM20" "10" -0.619625258135998 0.0812543502959471 6.47924247574409 0.0109141488672662 0.99982912317708
"ENSG00000280353" "ENSG00000280353" "" "19" 1.31400434280993 -1.93057562303149 6.43300967750199 0.0112018606451563 0.99982912317708
"ENSG00000224292" "ENSG00000224292" "" "X" 0.793262387769101 -0.730033964447427 6.42503051882784 0.0112522978717479 0.99982912317708
"ENSG00000120742" "ENSG00000120742" "SERP1" "3" -0.181572866377937 6.98876363393013 6.42407471892116 0.0112583552087234 0.99982912317708
"ENSG00000273419" "ENSG00000273419" "" "7" 0.763682607094397 -0.757445613058076 6.41945308568914 0.0112876918368821 0.99982912317708
"ENSG00000115073" "ENSG00000115073" "ACTR1B" "2" -0.165624687461912 6.42225445622491 6.41121077995342 0.0113402061895467 0.99982912317708
"ENSG00000177576" "ENSG00000177576" "C18orf32" "18" 0.593400346257034 0.592902975643619 6.37237414668925 0.0115910420750661 0.99982912317708
"ENSG00000232545" "ENSG00000232545" "" "22" 1.02800455705853 -1.04662870211416 6.36740119773551 0.0116235698833968 0.99982912317708
"ENSG00000174652" "ENSG00000174652" "ZNF266" "19" 0.183874270264298 6.21713763409961 6.32561887427275 0.011900594905254 0.99982912317708
"ENSG00000213997" "ENSG00000213997" "PGAM1P7" "X" 0.640065305402822 0.952296641511016 6.30320994402672 0.012051954565833 0.99982912317708
"ENSG00000169359" "ENSG00000169359" "SLC33A1" "3" -0.201597646710765 5.00875272001932 6.30068613038083 0.0120691249239147 0.99982912317708
"ENSG00000186205" "ENSG00000186205" "MTARC1" "1" 0.271615319152969 3.05073021940044 6.29005240691817 0.0121417461318302 0.99982912317708
"ENSG00000172766" "ENSG00000172766" "NAA16" "13" 0.226013890157668 4.76483588237625 6.28683566872087 0.0121638026001427 0.99982912317708
"ENSG00000255644" "ENSG00000255644" "" "12" -1.06288830533951 -1.62396184312186 6.25275710139391 0.0124000151785337 0.99982912317708
"ENSG00000134709" "ENSG00000134709" "HOOK1" "1" -0.577111598556269 0.417406565077362 6.23914502726345 0.012495678446568 0.99982912317708
"ENSG00000168077" "ENSG00000168077" "SCARA3" "8" -0.191796837579438 4.76280406369964 6.21734900341255 0.0126504391789024 0.99982912317708
"ENSG00000207383" "ENSG00000207383" "" "2" 1.16498818710398 -1.66819686162226 6.19822863290849 0.0127878231303456 0.99982912317708
"ENSG00000145040" "ENSG00000145040" "UCN2" "3" -0.258837145578887 3.15758833734302 6.13682116455441 0.0132395113085513 0.99982912317708
"ENSG00000141314" "ENSG00000141314" "RHBDL3" "17" -1.11822162731718 -1.30077486699208 6.12961082632789 0.0132936130160931 0.99982912317708
"ENSG00000118557" "ENSG00000118557" "PMFBP1" "16" 0.701746268796769 -0.615968600632298 6.11696432213865 0.0133890538544214 0.99982912317708
"ENSG00000163463" "ENSG00000163463" "KRTCAP2" "1" 0.405858403186728 2.98899102597783 6.1143539981725 0.0134088410556386 0.99982912317708
"ENSG00000250961" "ENSG00000250961" "" "5" 0.947868880823139 -1.55494174029697 6.09071856812847 0.0135893808866811 0.99982912317708
"ENSG00000230551" "ENSG00000230551" "" "5" 0.211854593020845 4.47157434023223 6.04081939528298 0.0139787947220567 0.99982912317708
"ENSG00000274605" "ENSG00000274605" "PCCA-DT" "13" -0.399743084435018 2.37251174286425 6.03990981709941 0.0139859986609554 0.99982912317708
"ENSG00000275784" "ENSG00000275784" NA NA 1.29895286687429 -1.65648769756621 6.03398987582029 0.0140329785408326 0.99982912317708
"ENSG00000109586" "ENSG00000109586" "GALNT7" "4" 0.16011918968914 7.23026882024726 6.02890093297082 0.0140734934972525 0.99982912317708
"ENSG00000255443" "ENSG00000255443" "CD44-AS1" "11" 0.619627248459659 0.0146079039365353 6.01757324195508 0.0141641101439878 0.99982912317708
"ENSG00000237493" "ENSG00000237493" "" "12" 1.33093967504355 -2.01195458447277 6.0174611269593 0.0141650100099965 0.99982912317708
"ENSG00000261019" "ENSG00000261019" "" "7" 1.05966783363785 -1.83237214790964 6.00549984279178 0.01426135334333 0.99982912317708
"ENSG00000197608" "ENSG00000197608" "ZNF841" "19" 0.257543386286329 5.80026010746391 5.98456467812856 0.0144316039937101 0.99982912317708
"ENSG00000206878" "ENSG00000206878" "" "1" -1.26070793241461 -1.75534066936057 5.98227878856942 0.0144503197342217 0.99982912317708
"ENSG00000198795" "ENSG00000198795" "ZNF521" "18" -0.491306358935476 1.38536202851505 5.98227771752947 0.0144503285092236 0.99982912317708
"ENSG00000237757" "ENSG00000237757" "EEF1A1P30" "X" 1.28125495523052 -1.45539426636294 5.97569570154741 0.0145043585150807 0.99982912317708
"ENSG00000170348" "ENSG00000170348" "TMED10" "14" -0.176070079986724 8.46754069285888 5.9592741453408 0.0146400671733629 0.99982912317708
"ENSG00000259728" "ENSG00000259728" "LINC00933" "15" -1.11886526585655 -1.56196983009875 5.95378424819969 0.0146857269674782 0.99982912317708
"ENSG00000126775" "ENSG00000126775" "ATG14" "14" 0.184181938517592 5.46956548196642 5.93863224787621 0.014812509300744 0.99982912317708
"ENSG00000153214" "ENSG00000153214" "TMEM87B" "2" 0.162191153727143 6.54689373928701 5.91396746820741 0.0150213041340906 0.99982912317708
"ENSG00000050628" "ENSG00000050628" "PTGER3" "1" -1.51856569764486 -1.67503519052663 5.91190435943985 0.0150389057650943 0.99982912317708
"ENSG00000205060" "ENSG00000205060" "SLC35B4" "7" -0.160627505082283 6.60088912924857 5.88662635057709 0.0152563004321706 0.99982912317708
"ENSG00000177156" "ENSG00000177156" "TALDO1" "11" -0.252137056435201 7.98726296643039 5.88384712911818 0.0152803988417212 0.99982912317708
"ENSG00000100902" "ENSG00000100902" "PSMA6" "14" 0.233418760776398 3.70089517123511 5.87520782333451 0.0153555602678402 0.99982912317708
"ENSG00000184983" "ENSG00000184983" "NDUFA6" "22" -0.319874295664683 3.80410279257952 5.86367926662087 0.0154564516166482 0.99982912317708
"ENSG00000155849" "ENSG00000155849" "ELMO1" "7" -0.80720607669708 -0.93016785348963 5.85038852172624 0.0155736125737782 0.99982912317708
"ENSG00000279789" "ENSG00000279789" "" "16" 0.428590902344439 1.70936581194149 5.82584050415871 0.0157924207910298 0.99982912317708
"ENSG00000180596" "ENSG00000180596" "H2BC4" "6" -0.65880372849605 0.473514292079806 5.82495694271366 0.0158003552028749 0.99982912317708
"ENSG00000027847" "ENSG00000027847" "B4GALT7" "5" -0.194547761520136 4.54245704360914 5.82143297121092 0.0158320414752044 0.99982912317708
"ENSG00000182902" "ENSG00000182902" "SLC25A18" "22" -0.754693166806176 -0.784087592665475 5.82132973282329 0.0158329707440016 0.99982912317708
"ENSG00000173540" "ENSG00000173540" "GMPPB" "3" -0.183385953310827 5.66270049853584 5.80783092138751 0.0159549616663633 0.99982912317708
"ENSG00000257150" "ENSG00000257150" "PGAM1P5" "12" 1.23902016124017 -1.76973791066399 5.79815191110104 0.0160430284398807 0.99982912317708
"ENSG00000155957" "ENSG00000155957" "TMBIM4" "12" -0.236082262478602 3.55773100272836 5.7958659951571 0.0160639004305053 0.99982912317708
