"gene.id" "hgnc_symbol" "chromosome_name" "logFC" "logCPM" "LR" "PValue" "FDR"
"ENSG00000162066" "ENSG00000162066" "AMDHD2" "16" 0.60364754115586 3.49888359883103 24.3880664772724 7.87550344161079e-07 0.000219345473273766
"ENSG00000215908" "ENSG00000215908" "CROCCP2" "1" 0.52685535402107 4.15945593057708 24.0783717575449 9.24933490441453e-07 0.000251387385708905
"ENSG00000130479" "ENSG00000130479" "MAP1S" "19" 0.70973302331002 4.82864385182007 24.0643125361233 9.31711413329276e-07 0.000251387385708905
"ENSG00000177045" "ENSG00000177045" "SIX5" "19" 1.05175773541769 1.76607311381172 23.7431675117526 1.10085482253967e-06 0.000291388293580151
"ENSG00000174276" "ENSG00000174276" "ZNHIT2" "11" 0.829308696234757 2.28688030811371 23.7104220336629 1.1197451344343e-06 0.000291388293580151
"ENSG00000167967" "ENSG00000167967" "E4F1" "16" 0.504348304709823 4.42422695213819 23.6918736067564 1.13058927900568e-06 0.000291388293580151
"ENSG00000140983" "ENSG00000140983" "RHOT2" "16" 0.404353840382878 5.98116474933001 23.5877381955065 1.19345608433556e-06 0.000303067642122153
"ENSG00000051523" "ENSG00000051523" "CYBA" "16" 0.495746516625279 5.47175336443239 23.3469519998421 1.35257670442905e-06 0.000338497022204071
"ENSG00000099814" "ENSG00000099814" "CEP170B" "14" 0.367546902013361 5.8177493804584 23.3164861295608 1.37417087092847e-06 0.000338988322845611
"ENSG00000197483" "ENSG00000197483" "ZNF628" "19" 0.82969707134957 2.28902215900692 23.2035164896141 1.45730605283086e-06 0.000354433252398357
"ENSG00000198598" "ENSG00000198598" "MMP17" "12" 1.11944729866505 1.12264323531046 23.1073929647714 1.53200519812811e-06 0.000367425913351058
"ENSG00000102931" "ENSG00000102931" "ARL2BP" "16" 3.59564227917866 -1.47624637337574 22.9430159983325 1.66875389288032e-06 0.000394740304414485
"ENSG00000242802" "ENSG00000242802" "AP5Z1" "7" 0.446575124501985 5.0291960586259 22.8789251547591 1.72533228124134e-06 0.000402608619357777
"ENSG00000171813" "ENSG00000171813" "PWWP2B" "10" 0.606624661043075 3.2409976090578 22.7739876113082 1.82215430451769e-06 0.00041543877482512
"ENSG00000183087" "ENSG00000183087" "GAS6" "13" 0.312906751615299 7.80250036043668 22.7673791341098 1.82843102193127e-06 0.00041543877482512
"ENSG00000103024" "ENSG00000103024" "NME3" "16" 0.764326464270324 3.00736469165774 22.5742444999505 2.02176894868132e-06 0.000453401379296482
"ENSG00000130589" "ENSG00000130589" "HELZ2" "20" 0.548822835840232 5.53724220545557 22.3027152188364 2.32877096148665e-06 0.000515554063627583
"ENSG00000100258" "ENSG00000100258" "LMF2" "22" 0.49517786749524 6.39916958555742 22.185258387197 2.47567376068844e-06 0.000539646522375929
"ENSG00000108106" "ENSG00000108106" "UBE2S" "19" 0.658127362833874 4.48862371610609 22.1664088503038 2.50009970987227e-06 0.000539646522375929
"ENSG00000185340" "ENSG00000185340" "GAS2L1" "22" 0.447770767915807 5.7952914365852 22.133034333282 2.54394223027352e-06 0.000542330795461272
"ENSG00000077463" "ENSG00000077463" "SIRT6" "19" 0.491123932244111 4.59653941499058 22.0291286456443 2.68543910859104e-06 0.000565514177160367
"ENSG00000182871" "ENSG00000182871" "COL18A1" "21" 0.699265109713414 6.53008937078351 21.9235780788977 2.83726422427821e-06 0.000590287694275134
"ENSG00000107404" "ENSG00000107404" "DVL1" "1" 0.534516308291844 6.94546441112843 21.8488246173813 2.94997246965988e-06 0.000606430054834367
"ENSG00000161618" "ENSG00000161618" "ALDH16A1" "19" 0.491932859021812 5.04007926414719 21.5676256067501 3.41569086217219e-06 0.000691472502917422
"ENSG00000165804" "ENSG00000165804" "ZNF219" "14" 0.714590152089882 3.18624281292881 21.5295536162013 3.4841760501917e-06 0.000691472502917422
"ENSG00000130511" "ENSG00000130511" "SSBP4" "19" 0.699125867766087 3.89840152128049 21.506315392901 3.52665319069418e-06 0.000691472502917422
"ENSG00000169692" "ENSG00000169692" "AGPAT2" "9" 0.47044273856355 5.77953768422469 21.5061836426983 3.52689549228851e-06 0.000691472502917422
"ENSG00000065268" "ENSG00000065268" "WDR18" "19" 0.437649579680694 5.0529946265477 21.4861801136888 3.56387843176109e-06 0.000691472502917422
"ENSG00000180448" "ENSG00000180448" "ARHGAP45" "19" 0.423625681160786 5.26899836295051 21.3390659243413 3.84809236997896e-06 0.000738320656053297
"ENSG00000224051" "ENSG00000224051" "CPTP" "1" 0.517996259944462 4.86053924326791 21.3175727544294 3.89147829100559e-06 0.000738440078341588
"ENSG00000178605" "ENSG00000178605" "GTPBP6" "X" 0.375661597795522 6.02257917232802 21.2803142591523 3.96785420844231e-06 0.000743171094885708
"ENSG00000230882" "ENSG00000230882" "" "7" 1.29036139016981 0.823440229696095 21.2432311590337 4.04536424289116e-06 0.000743171094885708
"ENSG00000088256" "ENSG00000088256" "GNA11" "19" 0.395030859659546 6.82902493507554 21.2257659540497 4.08239405365706e-06 0.000743171094885708
"ENSG00000105373" "ENSG00000105373" "NOP53" "19" 0.400866219456655 5.42359023890778 21.2228732187687 4.08855999618614e-06 0.000743171094885708
"ENSG00000185347" "ENSG00000185347" "TEDC1" "14" 0.640822629967062 4.53110866578276 21.2022727070102 4.13274163508535e-06 0.000743376901610977
"ENSG00000228955" "ENSG00000228955" "" "1" 2.72188664685143 -2.02751799017306 21.0793616886546 4.40648596739013e-06 0.000784445357576215
"ENSG00000104899" "ENSG00000104899" "AMH" "19" 0.904787845566993 2.12357288230993 21.0523053534151 4.46914818124007e-06 0.000787482150955648
"ENSG00000159069" "ENSG00000159069" "FBXW5" "9" 0.403701653648342 7.00084844669195 20.974936488557 4.65331266478325e-06 0.000811650536317951
"ENSG00000162585" "ENSG00000162585" "FAAP20" "1" 0.474793524709327 4.23719146445271 20.7167198425705 5.32490118003369e-06 0.000919503935768218
"ENSG00000103152" "ENSG00000103152" "MPG" "16" 0.651875544338269 3.64415582663358 20.543161687043 5.83016920517981e-06 0.00099678576074302
"ENSG00000130332" "ENSG00000130332" "LSM7" "19" 0.372145484255634 5.75950458484887 20.5110911784769 5.92867189816614e-06 0.00100368927781895
"ENSG00000169683" "ENSG00000169683" "LRRC45" "17" 0.411864156919187 4.3693623317176 20.4839190689534 6.01343560217736e-06 0.00100815539784853
"ENSG00000063245" "ENSG00000063245" "EPN1" "19" 0.409991153482916 7.26779669262183 20.4560084408282 6.10176980239089e-06 0.00101312847065083
"ENSG00000103269" "ENSG00000103269" "RHBDL1" "16" 1.34839224688337 0.0858086159025738 20.3731870183636 6.3716326258209e-06 0.00103974666832345
"ENSG00000196642" "ENSG00000196642" "RABL6" "9" 0.589056401593205 4.68746365826432 20.3699236191541 6.38250792461698e-06 0.00103974666832345
"ENSG00000133243" "ENSG00000133243" "BTBD2" "19" 0.427056619686569 5.15377565098608 20.313542103485 6.5733690899086e-06 0.00106083119107048
"ENSG00000107281" "ENSG00000107281" "NPDC1" "9" 0.573004101308966 3.93509054576391 20.1292324786805 7.23818918783368e-06 0.0011573060268103
"ENSG00000147799" "ENSG00000147799" "ARHGAP39" "8" 0.54037484261714 3.97733186748323 20.1059440715935 7.32686104798395e-06 0.00116073611538153
"ENSG00000118564" "ENSG00000118564" "FBXL5" "4" -0.357494467383467 6.92099541145832 19.9698014579251 7.86749385770942e-06 0.00123272713786463
"ENSG00000162062" "ENSG00000162062" "TEDC2" "16" 0.486122340723167 3.67131498167686 19.9347498981252 8.01305509526423e-06 0.00123272713786463
"ENSG00000136295" "ENSG00000136295" "TTYH3" "7" 0.444912943546386 6.42677238599953 19.9339406372253 8.01644751486322e-06 0.00123272713786463
"ENSG00000007376" "ENSG00000007376" "RPUSD1" "16" 0.451037299565704 4.93014498287432 19.9219602042659 8.06683846297795e-06 0.00123272713786463
"ENSG00000161091" "ENSG00000161091" "MFSD12" "19" 0.279789540034828 6.92320899316033 19.841717325371 8.41264574999612e-06 0.00127429444570994
"ENSG00000132329" "ENSG00000132329" "RAMP1" "2" 0.393887683726589 3.98593035730146 19.7472980916417 8.83865611244776e-06 0.00132718185869346
"ENSG00000237973" "ENSG00000237973" "MTCO1P12" "1" -0.608794931059999 8.1255115147331 19.7262767550458 8.93641256722722e-06 0.00133029286388689
"ENSG00000160813" "ENSG00000160813" "PPP1R35" "7" 0.738815644836404 2.61082136308575 19.6516594151049 9.29225783542052e-06 0.0013714419512995
"ENSG00000197530" "ENSG00000197530" "MIB2" "1" 0.712695354219217 4.6689300084824 19.5860753296672 9.61675450216547e-06 0.00140730607409655
"ENSG00000128590" "ENSG00000128590" "DNAJB9" "7" -0.509833903429417 4.81492441076435 19.5494738716571 9.80277302628433e-06 0.00142247297998217
"ENSG00000107872" "ENSG00000107872" "FBXL15" "10" 0.801557137419831 2.28907035242565 19.3323411894595 1.09830242528567e-05 0.00158045718998607
"ENSG00000130748" "ENSG00000130748" "TMEM160" "19" 0.532640349104201 2.92512214420889 19.2612440376627 1.13997015613991e-05 0.00162685988894413
"ENSG00000152475" "ENSG00000152475" "ZNF837" "19" 1.13783060782684 0.244666111716438 19.0795090608446 1.25383904880478e-05 0.00177469612252138
"ENSG00000175701" "ENSG00000175701" "MTLN" "2" 0.435586426194959 3.94049442588707 18.977580120483 1.32263472777695e-05 0.00185300136249537
"ENSG00000130706" "ENSG00000130706" "ADRM1" "20" 0.429703378514475 7.30421492081214 18.9660896452248 1.33062409630198e-05 0.00185300136249537
"ENSG00000151651" "ENSG00000151651" "ADAM8" "10" 0.362533541225313 6.77896385635542 18.8802949984415 1.39182969480114e-05 0.00192272921358609
"ENSG00000170638" "ENSG00000170638" "TRABD" "22" 0.47542686371633 4.56717874940718 18.823308166274 1.43403896320623e-05 0.00194213090165666
"ENSG00000166166" "ENSG00000166166" "TRMT61A" "14" 0.470211281244593 5.30059622590586 18.816534341858 1.43914097380107e-05 0.00194213090165666
"ENSG00000071655" "ENSG00000071655" "MBD3" "19" 0.508804722774795 6.73443958704308 18.8159059274303 1.43961521549718e-05 0.00194213090165666
"ENSG00000100726" "ENSG00000100726" "TELO2" "16" 0.523458439290992 5.13731629151029 18.759959890621 1.48247084561303e-05 0.00198444236915084
"ENSG00000119574" "ENSG00000119574" "ZBTB45" "19" 0.517415568426154 3.66771186448687 18.7038818053884 1.52671368818954e-05 0.00202475803545639
"ENSG00000007080" "ENSG00000007080" "CCDC124" "19" 0.611263555650597 6.21337714567267 18.6922697151418 1.5360395103358e-05 0.00202475803545639
"ENSG00000142173" "ENSG00000142173" "COL6A2" "21" 0.390978240465124 5.77326290905627 18.6049995595378 1.60798294753442e-05 0.00210353405591093
"ENSG00000128283" "ENSG00000128283" "CDC42EP1" "22" 0.427432800589974 5.80755810266283 18.4554337395439 1.73924214799069e-05 0.00225813785048896
"ENSG00000158106" "ENSG00000158106" "RHPN1" "8" 0.805079994778926 2.77703580269712 18.3960698782625 1.79427680255133e-05 0.00231220685272062
"ENSG00000184916" "ENSG00000184916" "JAG2" "14" 0.62716642801 2.67182466841561 18.353984124575 1.8343499747167e-05 0.00234633743432651
"ENSG00000149823" "ENSG00000149823" "VPS51" "11" 0.364356404515643 5.11037679147977 18.264979741374 1.92208439678656e-05 0.0024404818649787
"ENSG00000153443" "ENSG00000153443" "UBALD1" "16" 0.482094699134909 3.50767168375652 18.210758910811 1.97758542833201e-05 0.0024534858784413
"ENSG00000100263" "ENSG00000100263" "RHBDD3" "22" 0.553389731066207 3.68853556839511 18.204407644163 1.98419111532009e-05 0.0024534858784413
"ENSG00000197785" "ENSG00000197785" "ATAD3A" "1" 0.4886182479091 5.67877785456451 18.2015868099183 1.98713205147873e-05 0.0024534858784413
"ENSG00000008710" "ENSG00000008710" "PKD1" "16" 0.547582150894855 5.27987974455027 18.1996448184174 1.98915927137933e-05 0.0024534858784413
"ENSG00000109758" "ENSG00000109758" "HGFAC" "4" 1.89820372244075 -1.22793913918435 18.0102793741897 2.19715338025369e-05 0.00269081167164686
"ENSG00000133275" "ENSG00000133275" "CSNK1G2" "19" 0.471566176700392 6.11439670803984 17.9451329476235 2.27365061700126e-05 0.00276488724326604
"ENSG00000061938" "ENSG00000061938" "TNK2" "3" 0.382375646702033 5.17535410867827 17.913497970475 2.31175714908268e-05 0.00279156800352166
"ENSG00000112787" "ENSG00000112787" "FBRSL1" "12" 0.497150975520839 3.55259286913948 17.8204436904051 2.42760859546936e-05 0.00291110730740034
"ENSG00000101084" "ENSG00000101084" "RAB5IF" "20" 0.582100587453565 2.41918827551152 17.7801553597702 2.47956008342334e-05 0.00295289955314168
"ENSG00000069011" "ENSG00000069011" "PITX1" "5" 0.486645899642725 5.29617796265195 17.7372965106475 2.53605321548242e-05 0.00299949088527058
"ENSG00000123159" "ENSG00000123159" "GIPC1" "19" 0.310669470370595 7.13545929970294 17.6962912701457 2.59131342014344e-05 0.00304400000945829
"ENSG00000099904" "ENSG00000099904" "ZDHHC8" "22" 0.418203639604013 5.06308963597278 17.6669321172347 2.63162073291479e-05 0.0030704612713495
"ENSG00000095906" "ENSG00000095906" "NUBP2" "16" 0.59636768081582 5.01265033364133 17.5265958800695 2.83316702683039e-05 0.00328343142411457
"ENSG00000079432" "ENSG00000079432" "CIC" "19" 0.400700474452851 6.2366158359808 17.4211247628131 2.99479078553752e-05 0.0034476031523108
"ENSG00000169710" "ENSG00000169710" "FASN" "17" 0.446056522362678 7.85475887454139 17.3371746843859 3.13003489700277e-05 0.00357943328486383
"ENSG00000117984" "ENSG00000117984" "CTSD" "11" 0.336260482126158 9.54811726961926 17.2496261584395 3.27762034876498e-05 0.00372354922253117
"ENSG00000127666" "ENSG00000127666" "TICAM1" "19" 0.393953412787398 3.95285090883561 17.2015584168711 3.36160475076942e-05 0.00379399940106447
"ENSG00000168040" "ENSG00000168040" "FADD" "11" 0.566549070878722 3.41443347853085 17.1700607077882 3.41780755198686e-05 0.00383238316933175
"ENSG00000271303" "ENSG00000271303" "SRXN1" "20" 2.56016586222395 -1.63467727233433 17.0726310925746 3.59770602496376e-05 0.00400807662187576
"ENSG00000180340" "ENSG00000180340" "FZD2" "17" 0.451984670036491 5.07083908351152 17.0243307046 3.69038882649517e-05 0.00408497655486657
"ENSG00000273132" "ENSG00000273132" "" "6" 1.18905565878447 0.157887546859586 16.9273353418023 3.88382522785492e-05 0.00427171299583431
"ENSG00000173272" "ENSG00000173272" "MZT2A" "2" 0.651555247547908 3.86847094197537 16.9108757971578 3.91764755387302e-05 0.00428164164305565
"ENSG00000177595" "ENSG00000177595" "PIDD1" "11" 0.667216944960695 4.15872835551493 16.7395263489138 4.28783071885352e-05 0.00462932782493137
"ENSG00000245662" "ENSG00000245662" "LINC02211" "5" 1.06459760177279 -0.0212439547300747 16.7361348669928 4.29550214857394e-05 0.00462932782493137
"ENSG00000099624" "ENSG00000099624" "ATP5F1D" "19" 0.527927920625626 5.25481125119154 16.7270138640989 4.31620210686791e-05 0.00462932782493137
"ENSG00000131187" "ENSG00000131187" "F12" "5" 0.820995209196554 1.11461945399322 16.6928690033571 4.39458769679463e-05 0.0046843049597685
"ENSG00000182087" "ENSG00000182087" "TMEM259" "19" 0.292990727647105 6.83095139139208 16.6092651914447 4.59261158818456e-05 0.00486535073035405
"ENSG00000058453" "ENSG00000058453" "CROCC" "1" 0.520203130061709 3.6463977734575 16.5497339284287 4.73906348782472e-05 0.00497385301360324
"ENSG00000068137" "ENSG00000068137" "PLEKHH3" "17" 0.458216173045177 3.59970859555486 16.5282620434917 4.79303072931942e-05 0.00497385301360324
"ENSG00000123689" "ENSG00000123689" "G0S2" "1" 0.38731798968448 7.19711793820033 16.5264576374711 4.79759395574665e-05 0.00497385301360324
"ENSG00000130881" "ENSG00000130881" "LRP3" "19" 0.526632033427733 2.91712114059677 16.5214633378009 4.81024700759637e-05 0.00497385301360324
"ENSG00000116691" "ENSG00000116691" "MIIP" "1" 0.343141228840908 4.23311207551283 16.5078811141638 4.84482751801697e-05 0.00497979057030459
"ENSG00000130702" "ENSG00000130702" "LAMA5" "20" 0.674159876890368 7.86578398697776 16.2803761258255 5.46267647957906e-05 0.00558162706801013
"ENSG00000125968" "ENSG00000125968" "ID1" "20" -0.447449162337945 4.53133121029247 16.1491762051258 5.8544026748658e-05 0.00594669561115192
"ENSG00000184897" "ENSG00000184897" "H1-10" "3" 0.67528789456741 4.88713451877933 16.1005440037112 6.00667791204554e-05 0.00606569088802354
"ENSG00000162591" "ENSG00000162591" "MEGF6" "1" 0.598376892943303 2.05760928342374 16.0435082506564 6.19034972791181e-05 0.0062148232035803
"ENSG00000110719" "ENSG00000110719" "TCIRG1" "11" 0.414774094798889 6.65003161463133 15.9977926865656 6.34163782974281e-05 0.00632990763260109
"ENSG00000071889" "ENSG00000071889" "FAM3A" "X" 0.284308452497455 5.46772011217273 15.9327325610602 6.56337881459333e-05 0.00651358766496538
"ENSG00000162300" "ENSG00000162300" "ZFPL1" "11" 0.55997340223422 2.3705554143925 15.8452086902843 6.87403642432447e-05 0.00678290634144199
"ENSG00000146540" "ENSG00000146540" "C7orf50" "7" 0.483940897595057 5.77092554239478 15.7612657531302 7.18587377373662e-05 0.00705032206391386
"ENSG00000142409" "ENSG00000142409" "ZNF787" "19" 0.546415617592673 4.36147560346868 15.724910469288 7.32530861490629e-05 0.00714652142159332
"ENSG00000213638" "ENSG00000213638" "ADAT3" "19" 1.22206940642063 0.374683048791429 15.636073668807 7.67758881357819e-05 0.00743575388080678
"ENSG00000187608" "ENSG00000187608" "ISG15" "1" 0.45231888388733 6.02816644390414 15.6205421003429 7.74090674359343e-05 0.00743575388080678
"ENSG00000125534" "ENSG00000125534" "PPDPF" "20" 0.48227381652604 6.14633901538904 15.618087955214 7.75095956998622e-05 0.00743575388080678
"ENSG00000268903" "ENSG00000268903" "" "1" 2.26887046535608 -1.48446206476433 15.5426403123609 8.06650597056678e-05 0.00769571409390868
"ENSG00000103260" "ENSG00000103260" "METRN" "16" 0.480032506172958 3.3901248321002 15.4440058432629 8.49860607505127e-05 0.0080634027309882
"ENSG00000106009" "ENSG00000106009" "BRAT1" "7" 0.371671442430175 5.3904241647149 15.4324682070033 8.55064857726267e-05 0.0080684480673318
