"Peak_ID","Compound_Name","mz_mean","mz_diff_ppm","RT_diff","Adduct","Synonym","Chem_Sum_Formula","Exact_Mass","Lipid_Class","FA_composition","R1_24D","R2_24D","R3_24D","R5_24D","R6_24D","R1_24M","R2_24M","R3_24M","R5_24M","R6_24M","R1_48D","R2_48D","R3_48D","R5_48D","R6_48D","R1_48M","R2_48M","R3_48M","R5_48M","R6_48M","R1_72D","R2_72D","R3_72D","R5_72D","R6_72D","R1_72M","R2_72M","R3_72M","R5_72M","R6_72M"
"LP_32839","PC 44:1",900.7413921,NA,NA,"[M+H]+",NA,"C52H102NO8P","899.734307","Phosphatidylcholine","18:0/26:1",47741.34,267204,196388,430732,519381,51047.63,234030,312371,285671,329375,127005,311165,775716,789557,996314,84257,328596,877044,645709,1158912,158258,546328,1154432,653000,465500,137887,449711,967926,990178,1449258
"LP_32840","PC 44:1",900.7392426,NA,NA,"[M+H]+",NA,"C52H102NO8P","899.734307","Phosphatidylcholine","18:1/26:0",822272,4441445,3380547,6032656,6307240,866234,4099784,4776354,3710458,6541683,2059968,7559286,18298544,11664930,19555792,1578601,6943945,17893696,12323151,19876080,3874852,19553096,31160736,32826414,14787300,2819646,28150592,27079978,26410896,32653912
"LP_32844","TAG 54:4",900.7992196,NA,NA,"[M+NH4]+",NA,"C57H102O6","882.76764","Triacylglyceride","16:0/18:0/20:4 | 16:0/18:1/20:3",35488552,40665464,35758456,39262320,43824636,36024764,47844692,49911684,38094064,44243056,25022788,18526890,26674582,16144034,23433128,25107668,17195116,32927302,19134270,28287666,11004467,7946916,14153559,7441356,8878737,14694077,8382530,16470455,8845996,17089642
"LP_32967","PC 44:0",902.7555523,NA,NA,"[M+H]+",NA,"C52H104NO8P","901.749957","Phosphatidylcholine","18:0/26:0 | 16:0/28:0",176732,577300,530394,733429,1153781,175430,724477,857610,772460,685627,426384,1154495,2217284,2463270,2971101,353412,1074954,2128128,1761631,2797263,748216,2726467,3743756,3291550,3392295,567974,2264014,3016438,3399819,5028988
"LP_33200","TAG 55:8",906.7531773,NA,NA,"[M+NH4]+",NA,"C58H96O6","888.72069","Triacylglyceride","16:1/17:1/22:6",187463,604483,531439,522344,671876,261334,611358,691383,488716,736445,277803,112484,155859,91655,149600,306412,99851,195647,153829,159851,118452,33532.82,67417,48122.43,63355,132035,34842.58,56190,49552.39,78660
"LP_33333","TAG 55:7",908.7676304,NA,NA,"[M+NH4]+",NA,"C58H98O6","890.73634","Triacylglyceride","15:0/18:1/22:6 | 16:0/17:1/22:6 | 17:1/18:1/20:5",3334166,10263558,8294553,11112082,12985944,4385709,9903254,12251419,11143329,13825270,4293854,2672319,3443238,2348155,3161951,4562764,2229376,4473360,4049518,4015342,2156247,637406,1190102,926894,1043141,2518259,683101,1382373,958786,1609235
"LP_33433","TAG 55:6",910.7839261,NA,NA,"[M+NH4]+",NA,"C58H100O6","892.75199","Triacylglyceride","16:0/17:1/22:5 | 15:0/18:1/22:5 | 16:1/17:0/22:5 | 17:0/17:1/21:5 | 16:0/18:1/21:5 | 16:1/17:1/22:4",5002760,9681232,9358518,9096748,11013282,5366088,9422830,11060120,8469383,9597508,5805085,1730045,2106249,1639223,2485100,6045122,1513653,3072090,3023524,3360676,1708094,345840,787982,486258,707618,2536261,358708,875331,605222,1046212
"LP_33434","TAG 55:6",910.784339,NA,NA,"[M+NH4]+",NA,"C58H100O6","892.75199","Triacylglyceride","16:0/17:0/22:6 | 15:0/18:0/22:6",2698985,8141713,7775882,9169416,11422348,3422410,8268232,10415921,8230816,9734190,4510313,2794310,3755199,2982076,3492377,4484574,2344108,5164715,4542352,4528648,2713854,632426,1357146,866022,1027635,3526740,759257,1540196,1059598,1542154
"LP_33601","TAG 55:4",914.8159987,NA,NA,"[M+NH4]+",NA,"C58H104O6","896.78329","Triacylglyceride","17:0/18:1/20:3 | 17:0/18:0/20:4",536703,425651.9,347948.6,414342,2093997,889808,1655809,2787638,1595906,425831.6,635137,753549,1111471,547870,370779.4,418725,803556,1291436,358946.7,1247797,266982,298896,592842,272503,243823,771046,446680,846384,354094,688929
"LP_33723","PC 46:6",918.6933597,NA,NA,"[M+H]+",NA,"C54H96NO8P","917.687357","Phosphatidylcholine","22:6/24:0",95489,517845,401760,854453,954464,116417,462792,645996,579829,854749,200262,735400,1852636,1223909,1965159,174236,630773,1903124,1268795,1817195,360899,1251549,2359168,2081315,1058874,281875,1519048,1998288,1835803,2012689
"LP_33728","TAG 56:9",918.7523666,NA,NA,"[M+NH4]+",NA,"C59H96O6","900.72069","Triacylglyceride","16:1/20:4/20:4 | 16:3/20:3/20:3 | 16:1/18:2/22:6",389975,1120968,1163890,1098081,1177104,496468,1223301,1173109,1008738,1001222,567911,214926,234794,172976,230388,634709,141401,306977,259020,326591,180089,50722.14,120511,76357,94275,240551,45381.36,93827,62840,114633
"LP_33809","PC 46:5",920.708541,NA,NA,"[M+H]+",NA,"C54H98NO8P","919.703007","Phosphatidylcholine","20:4/26:1 | 22:5/24:0",380616,1498728,1335843,2036595,2376314,429027,1399126,1718692,1500170,2269339,505651,1243112,2670592,1597160,2961727,482166,1003520,2962574,1832764,2676365,536638,1651688,2453495,2568514,1440451,477405,1958144,2221558,2273484,2925879
"LP_33810","PC 46:5",920.7091985,NA,NA,"[M+H]+",NA,"C54H98NO8P","919.703007","Phosphatidylcholine","20:5/26:0",64852,616838,436450,768024,935210,78883,561546,779275,600905,935552,200525,854729,1963865,1047247,1861890,180154,754147,1980494,1168492,1614289,383236,1453614,2254117,2085574,1056144,309058,1806069,2003610,1818720,2124363
"LP_33820","TAG 56:8",920.7677261,NA,NA,"[M+NH4]+",NA,"C59H98O6","902.73634","Triacylglyceride","16:1/18:1/22:6 | 16:0/18:2/22:6 | 16:0/20:4/20:4 | 18:2/18:2/20:4",7129269,22034512,18992880,21362900,25566420,9424986,23330916,28597430,24223350,28719854,9412408,4028136,5605862,3520379,5023355,9730152,3461190,8082956,6243468,7256635,4056092,944810,1900058,1327940,1667672,4778022,1073909,1968226,1273029,2362435
"LP_33924","PC 46:4",922.7239488,NA,NA,"[M+H]+",NA,"C54H100NO8P","921.718657","Phosphatidylcholine","20:4/26:0",839217,3389306,3257484,3707890,4983277,1006758,4059393,4359845,2799244,4313961,1338980,3290818,8458742,4407397,7611680,1383282,2846620,7842830,4670534,7930295,1450942,5674448,9549546,9081092,4412525,1200283,6850841,7399580,7108991,9293574
"LP_33933","TAG 56:7",922.7822241,NA,NA,"[M+NH4]+",NA,"C59H100O6","904.75199","Triacylglyceride","16:1/18:1/22:5 | 16:0/18:2/22:5 | 16:1/18:2/22:4",5797719,15000202,13630058,13082326,11777816,7293104,19758384,18634792,13172984,15033648,6771083,986750,1282088,1461966,741973,7968644,593916,1516139,2777555,1821269,1274791,71293.92,267423.38,131939,237872.75,2026999,72717.1,278345.66,215473,290579.76
"LP_33935","TAG 56:7",922.7826917,NA,NA,"[M+NH4]+",NA,"C59H100O6","904.75199","Triacylglyceride","16:0/18:1/22:6 | 18:1/18:1/20:5",55777820,155697344,133658952,177701536,224928272,60037444,155284304,185348816,189926848,224891280,72140128,44293764,60972424,41781796,54337612,78535216,42288016,74186904,69140128,75047768,36181060,10459582,22320220,14527113,17078938,47950916,11623236,24644600,17420952,28355348
"LP_34055","PC 46:3",924.7402418,NA,NA,"[M+H]+",NA,"C54H102NO8P","923.734307","Phosphatidylcholine","20:3/26:0",120188,524807,518064,822374,916879,144124,566018,648655,491562,836135,224759,707798,1797064,1075704,1841031,211080,655269,1868699,1225714,1861792,348509,1615662,2580252,2454848,1175841,274689,2153124,2163668,2024456,2518854
"LP_34061","TAG 56:6",924.7981597,NA,NA,"[M+NH4]+",NA,"C59H102O6","906.76764","Triacylglyceride","16:0/18:0/22:6 | 16:0/18:1/22:5",39855996,95344208,91604528,119678528,137512368,47385100,109319488,138811824,128014440,136541776,54234300,37932112,53598240,42264676,44696032,53449168,32156322,70134848,56896908,53508216,39202448,9153250,19602820,11529922,13132566,44172012,9481550,20569670,14298994,22111844
"LP_34199","PC 46:2",926.7560301,NA,NA,"[M+H]+",NA,"C54H104NO8P","925.749957","Phosphatidylcholine","18:1/28:1",38595.94,193408,168977,325735,344708,49426.01,173849,220409,168231,336786,100671,317770,707457,492053,816042,65896,331550,735469,566262,995230,147919,626810,1054886,1604044,561938,120849,1083862,1024129,972061,1215080
"LP_34206","TAG 56:5",926.8145165,NA,NA,"[M+NH4]+",NA,"C59H104O6","908.78329","Triacylglyceride","16:0/18:0/22:5 | 16:0/18:1/22:4 | 18:1/18:1/20:3 | 18:0/18:1/20:4 | 16:0/16:0/24:5",155726144,237830928,213193424,234737904,241939088,179847536,240155216,251998415,217205663,247540944,161146289,68145192,98769952,69760280,83989264,167340944,69014464,113129312,109943776,119364656,70283512,14414584,35418356,20254582,22114164,89920656,19969960,44501888,29852918,44106592
"LP_34319","PC 46:1",928.771114,NA,NA,"[M+H]+",NA,"C54H106NO8P","927.765607","Phosphatidylcholine","18:1/28:0",83839,429736,311922,718689,834913,109017,404073,525795,536690,878911,231085,920225,2751101,1745637,3459838,158520,821516,2276718,1733526,2791279,474035,2501811,5003189,6773424,2828483,283806,4358042,3665819,4814874,5057990
"LP_34546","TAG 57:9",932.7677256,NA,NA,"[M+NH4]+",NA,"C60H98O6","914.73634","Triacylglyceride","15:0/20:4/22:5 | 17:1/18:2/22:6 | 17:1/20:4/20:4",378101,740152,880160,720878,893257,462151,872462,929495,728496,849273,434850,127492,227773,145946,207373,440409,125076,277398,225007,296492,139805,47011.53,96291,67035.36,73047,181949,49216.79,88644,66392.09,119694
"LP_34650","TAG 57:8",934.783352,NA,NA,"[M+NH4]+",NA,"C60H100O6","916.75199","Triacylglyceride","17:1/18:1/22:6 | 17:0/18:2/22:6",2400986,7327003,6642512,8266163,9620542,3121726,7629932,9268030,8227138,10573861,3406262,1756061,2382056,1532954,2222826,3531509,1565104,3145231,2664995,3006667,1656870,377753,779390,447489,572663,1995835,397686,870476,497956,933962
"LP_34748","TAG 57:7",936.799361,NA,NA,"[M+NH4]+",NA,"C60H102O6","918.76764","Triacylglyceride","17:1/18:1/22:5 | 17:0/18:2/22:5 | 18:1/18:1/21:5 | 17:1/19:1/21:5 | 17:0/19:2/21:5 | 16:1/19:1/22:5 | 17:1/18:2/22:4",3535016,7339842,6254445,6542129,6731354,3916616,7461908,8069475,6316096,7824300,4178408,1270181,1843455,1302710,1253996,4156803,1198040,2507346,2043958,2184507,1254063,193433,458103,224286,308666,1719853,185285,701571,335448,528791
"LP_34749","TAG 57:7",936.7988674,NA,NA,"[M+NH4]+",NA,"C60H102O6","918.76764","Triacylglyceride","17:1/18:0/22:6 | 16:0/19:1/22:6 | 17:0/18:1/22:6",6452509,18556980,15129675,21944960,24474396,6571094,17021772,20616922,19794876,23825544,8763607,5669086,8001772,5324028,6428865,8691666,5293108,10249088,8840036,9105670,5329604,1245173,2547959,1564658,1799745,6572420,1444943,3089786,1932086,3127506
"LP_34819","TAG 57:6",938.8152537,NA,NA,"[M+NH4]+",NA,"C60H104O6","920.78329","Triacylglyceride","17:0/18:1/22:5 | 17:1/18:0/22:5 | 17:1/18:1/22:4 | 16:0/19:1/22:5 | 18:0/18:1/21:5 | 16:0/17:1/24:5 | 18:1/18:1/21:4 | 17:0/19:1/21:5",18290904,32783148,31938962,31893556,31570320,20726674,34799504,37872972,29462232,33485876,19471398,7477715,11241866,7604088,9007133,19797944,7200860,14018474,11651068,11152615,8187143,1343688,2940750,1552276,2159250,9577321,1431673,3367595,2039788,3461600
"LP_34820","TAG 57:6",938.8153802,NA,NA,"[M+NH4]+",NA,"C60H104O6","920.78329","Triacylglyceride","17:0/18:0/22:6 | 16:0/19:0/22:6 | 17:0/18:1/22:5",1470330,3675195,3126570,4108226,4685236,1631139,4101508,5891458,4952773,4707492,2178965,1687908,2593476,1834180,1792698,2164109,1490823,2993479,2578733,2325147,1721748,355202,805339,539259,554228,2054909,509480,1104013,709880,878856
"LP_34945","TAG 58:11",942.7525091,NA,NA,"[M+NH4]+",NA,"C61H96O6","924.72069","Triacylglyceride","14:0/22:5/22:6",421456,1159339,1189386,1555841,1794754,539108,1390328,1530200,1407041,1588085,594167,154643,258431,209097,268516,616391,138234,321485,338335,413310,196154,25619.68,67584,45214.39,57962.83,250942,27276.43,67514,51113.18,90389
"LP_34946","TAG 58:11",942.7525431,NA,NA,"[M+NH4]+",NA,"C61H96O6","924.72069","Triacylglyceride","16:0/20:5/22:6",779969,1493977,1314426,1422442,1715275,965896,1831655,1862148,1305668,1625153,713643,252622,387857,209793,315411,716514,240558,469127,364364,418064,237793,71879,155897,86936,125907,277471,73246,157863,79904,245747
"LP_35000","TAG 58:10",944.7677007,NA,NA,"[M+NH4]+",NA,"C61H98O6","926.73634","Triacylglyceride","16:0/20:4/22:6 | 16:0/20:5/22:5 | 14:0/22:5/22:5 | 16:1/20:4/22:5",1793630,2868828,2946114,2417009,2564644,2067941,3999836,3341196,2313666,2797818,1547868,379434,500499,290917,425349,1712592,289651,629746,578228,604659,364672,114613,186763,131874,203491,449610,94357,194960,138511,269709
"LP_35001","TAG 58:10",944.7673468,NA,NA,"[M+NH4]+",NA,"C61H98O6","926.73634","Triacylglyceride","16:0/20:4/22:6",6234051,10571869,9896363,11580010,12107980,7706345,11242246,11216783,9585147,10740009,5175742,2176341,2926359,1777302,2631276,5174942,1908178,3819268,3208086,3298768,1606500,554094,1158868,573511,922334,1960326,572473,1311575,736870,1965658
"LP_35078","PC 48:6",946.7248499,NA,NA,"[M+H]+",NA,"C56H100NO8P","945.718657","Phosphatidylcholine","22:6/26:0",117656,676579,527734,1210825,1438108,132821,680864,833099,821435,1098750,272002,1130982,3141926,2013800,3264576,223438,957908,2881653,2210138,2867166,522094,2477414,4590876,4160374,2256110,409669,3316904,3969860,3217710,4150100
"LP_35086","TAG 58:9",946.7823962,NA,NA,"[M+NH4]+",NA,"C61H100O6","928.75199","Triacylglyceride","18:1/20:4/20:4 | 16:0/20:4/22:5 | 18:2/20:3/20:4 | 18:2/18:2/22:5 | 18:1/18:2/22:6 | 16:0/20:3/22:6 | 18:1/20:3/20:5",21876136,36117124,38832400,36395592,43089588,25853216,40023940,42029824,33036068,38130232,19027324,5183921,7967218,4384198,7440280,21441622,5054162,10442946,9102028,10347252,5063880,977638,2460982,1087913,1800721,6421675,1110480,2591498,1306233,3085837
"LP_35187","PC 48:5",948.7397433,NA,NA,"[M+H]+",NA,"C56H102NO8P","947.734307","Phosphatidylcholine","22:5/26:0 | 20:4/28:1",116757,653194,485006,791387,904506,148331,610914,711487,548926,900090,279257,807047,2093165,1305419,1979838,236795,863042,1878853,1450331,2146934,397747,1661381,2483042,2706402,1251974,365639,2145223,2358712,2280666,2639400
"LP_35194","TAG 58:8",948.7980579,NA,NA,"[M+NH4]+",NA,"C61H102O6","930.76764","Triacylglyceride","18:1/18:2/22:5 | 18:2/18:2/22:4 | 18:2/20:3/20:3 | 16:0/20:3/22:5",8452863,16321464,19305216,16747262,18744254,11695124,21917852,23351998,15446381,18993602,8482428,2362488,3557791,2221526,2864794,9754335,2188332,4982488,3708271,4253199,2538924,405316,879424,388994,741152,3214238,423570,851615,439367,1043716
"LP_35195","TAG 58:8",948.7982061,NA,NA,"[M+NH4]+",NA,"C61H102O6","930.76764","Triacylglyceride","18:1/18:1/22:6 | 18:0/18:2/22:6 | 18:0/20:4/20:4",39075288,101669784,87654720,118509536,135540016,47548828,111224864,132212208,115171936,139710720,45631448,25667844,36353112,22957828,31055052,46706296,24259148,42700864,40925320,42767572,21301192,4510322,10469838,5898052,8283130,27144240,5510691,13875942,7905300,12902081
"LP_35299","PC 48:4",950.756214,NA,NA,"[M+H]+",NA,"C56H104NO8P","949.749957","Phosphatidylcholine","22:4/26:0",59608.12,242299,218512,294536,360109,67518,285478,287850,199444,341242,112542,344673,934514,596845,941641,104420,340500,968564,611198,924631,166567,620076,1169045,1210512,604926,145849,799425,1052078,1031621,1180609
"LP_35310","TAG 58:7",950.8141662,NA,NA,"[M+NH4]+",NA,"C61H104O6","932.78329","Triacylglyceride","18:1/18:1/22:5 | 18:1/18:2/22:4 | 18:0/18:2/22:5 | 18:1/20:3/20:3 | 16:0/18:1/24:6 | 16:0/20:3/22:4 | 16:0/20:2/22:5 | 18:2/20:2/20:3",66902768,129766712,120410656,122111520,141148496,73977328,129007344,138215216,109477496,134536720,68856320,23126572,36008952,23306258,30426476,76134416,26003408,50900544,40735288,50384112,26044068,4071498,10735778,5201840,6839448,33014292,5389322,13445504,6950252,13640403
"LP_35311","TAG 58:7",950.8138969,NA,NA,"[M+NH4]+",NA,"C61H104O6","932.78329","Triacylglyceride","18:0/18:1/22:6 | 18:1/18:1/22:5 | 16:0/20:1/22:6 | 18:1/20:3/20:3",42102828,137550336,110098704,149439408,188186704,47394924,133090848,156152496,146229072,178776784,61846300,40929432,61673724,48187296,55675444,65875580,40831232,86052872,69212696,77552896,42744160,9817822,21927484,13480662,15308768,49124580,12294956,24424890,14864673,28779732
"LP_35443","TAG 58:6",952.8300414,NA,NA,"[M+NH4]+",NA,"C61H106O6","934.79894","Triacylglyceride","18:0/18:0/22:6 | 16:0/20:0/22:6 | 18:0/18:1/22:5",6024765,18358742,14041154,22485550,28384878,7632111,18255608,24594208,23919700,22211088,10388210,7926368,12478073,9155780,11112606,10610754,8329229,14812605,13393556,13912333,8248610,1978494,4378320,3060675,2950492,10973630,2651660,6670504,3475772,5641826
"LP_35773","TAG 59:10",958.7840028,NA,NA,"[M+NH4]+",NA,"C62H100O6","940.75199","Triacylglyceride","17:1/20:3/22:6 | 15:0/22:5/22:5",307609,673032,593271,568367,514324,403645,620491,709632,439820,626220,308732,83435,118961,81056,112769,287872,82740,171345,150941,168694,84399,23342.27,54533.1,40818.67,44635.05,94969,27707.53,57298.01,39167.99,59155
"LP_35775","TAG 59:10",958.7822897,NA,NA,"[M+NH4]+",NA,"C62H100O6","940.75199","Triacylglyceride","17:0/20:4/22:6",382885,771337,682705,641076,685156,439348,797654,804470,536503,660027,353131,127264,188450,119200,186261,341908,127033,257473,186432,217153,117609,35184.69,85888.26,56869.24,54965.46,142270,39570.07,86222.84,57271.63,63852
"LP_35847","TAG 59:9",960.7986921,NA,NA,"[M+NH4]+",NA,"C62H102O6","942.76764","Triacylglyceride","17:0/20:4/22:5 | 16:0/21:3/22:6 | 19:1/20:4/20:4 | 17:0/20:3/22:6",1507963,3014247,2852442,2891796,3231720,2002881,2923774,3368546,2532541,3108137,1471723,562119,838962,528695,770192,1675343,618529,1166091,887336,1008169,617537,126967,317075,136053,191170,695548,136845,298630,177617,357453
"LP_35903","TAG 59:8",962.8147952,NA,NA,"[M+NH4]+",NA,"C62H104O6","944.78329","Triacylglyceride","16:0/21:3/22:5 | 17:1/18:1/24:6 | 17:1/20:3/22:4 | 18:2/20:3/21:3",1240613,2232748,2289854,2147490,2842387,1475384,2737387,2760943,2186387,2857340,1353906,386675,692564,356570,609344,1596219,421833,968410,753987,729530,530125,60076.44,173316,88576,126436,622280,77140,183565,110694,205352
"LP_35904","TAG 59:8",962.813816,NA,NA,"[M+NH4]+",NA,"C62H104O6","944.78329","Triacylglyceride","18:1/19:1/22:6",1551154,4078074,2950181,6093508,6445068,1836464,3827351,4842482,5368180,6306575,1888320,1292233,1471847,1214401,1620906,2012523,1373136,2220765,2013927,2148884,1173952,237360,537217,360586,361890,1390455,257553,683221,450292,783718
"LP_35959","TAG 59:7",964.8302554,NA,NA,"[M+NH4]+",NA,"C62H106O6","946.79894","Triacylglyceride","18:1/19:1/22:5 | 17:1/18:1/24:5 | 16:0/19:1/24:6 | 18:1/20:3/21:3 | 17:1/21:3/21:3 | 16:0/21:3/22:4 | 19:1/20:3/20:3 | 17:0/18:1/24:6 | 17:1/18:0/24:6 | 18:0/19:2/22:5 | 18:2/19:1/22:4 | 18:1/19:2/22:4 | 17:1/20:1/22:5",3563749,8483236,7313356,7925745,9799339,4185812,8584002,8579288,7044713,8892564,4430465,1751790,2873466,2067768,2631359,4715993,1643943,4149469,3340149,3901760,2041927,375688,980212,468600,545312,2187716,466082,1120266,551035,1168872
"LP_35960","TAG 59:7",964.8293667,NA,NA,"[M+NH4]+",NA,"C62H106O6","946.79894","Triacylglyceride","18:0/19:1/22:6 | 18:1/19:0/22:6 | 18:1/19:1/22:5 | 16:0/21:1/22:6",731696,1872698,1744248,2965975,3396573,670628,2029495,3234904,2844244,3432904,893553,782414,1002612,912429,905595,838364,646214,1289166,1246957,1302727,737842,179334,332629,209585,184504,831941,163853,341648,233226,442522
"LP_36009","TAG 60:13",966.7531065,NA,NA,"[M+NH4]+",NA,"C63H96O6","948.72069","Triacylglyceride","16:1/22:6/22:6",213689,726223,650801,780444,831130,256128,737199,817695,674286,896104,290877,99987,135398,95850,114247,302614,92181,169262,179224,169507,112924,21413.03,49476.62,33923.45,46207.7,128292,22595.78,48335.16,37851.22,59099.3
"LP_36064","TAG 60:12",968.7677027,NA,NA,"[M+NH4]+",NA,"C63H98O6","950.73634","Triacylglyceride","16:0/22:6/22:6",3472578,11478935,10656141,16017046,16457149,3988647,13160748,14915765,14502886,17240250,4533497,2091636,3064151,2241656,2670030,4916928,1822213,3718478,4061069,3908169,1963548,405335,891590,536588,698676,2473288,400378,988309,652154,1280154
"LP_36122","TAG 60:11",970.7829065,NA,NA,"[M+NH4]+",NA,"C63H100O6","952.75199","Triacylglyceride","16:0/22:5/22:6",13273939,33607184,31070728,38719076,39518220,15824878,35956016,38228832,31602656,38999480,16927424,5201557,7709866,5653272,7214498,16339659,4457562,9397982,10146708,9967436,5723096,929852,2240015,1159042,1761409,7159214,924460,2312956,1496825,2922339
"LP_36210","TAG 60:10",972.7974241,NA,NA,"[M+NH4]+",NA,"C63H102O6","954.76764","Triacylglyceride","16:0/22:5/22:5 | 16:1/22:4/22:5",6232486,12621892,14028752,12588102,16871636,8300520,14789680,17778084,11897522,12710610,7531226,1662073,2762060,1983332,2258263,7614820,1206737,2830120,3213114,3463644,2305469,255070,639605,354512,474239,2792947,210348,574819,383163,810522
"LP_36212","TAG 60:10",972.7980631,NA,NA,"[M+NH4]+",NA,"C63H102O6","954.76764","Triacylglyceride","16:0/22:4/22:6 | 18:1/20:3/22:6 | 16:0/22:5/22:5 | 20:3/20:3/20:4 | 18:1/20:4/22:5 | 18:1/20:5/22:4",5471425,9401504,11041368,10721246,9283274,8784030,12703036,12556820,9667704,12062698,5946200,1917678,2840374,1941690,2016154,6369066,1488198,2805704,4083039,2962862,1738224,216311,581255,348897,545067,1934218,245731,786313,466188,812971
"LP_36213","TAG 60:10",972.7983827,NA,NA,"[M+NH4]+",NA,"C63H102O6","954.76764","Triacylglyceride","18:0/20:4/22:6 | 20:3/20:3/20:4",8909063,17025776,15137227,17410324,22081008,9364490,18037996,22755226,16758813,17619224,10218448,3817473,6299875,3119780,4625410,10119340,3556864,7474045,5483588,6920130,3775635,883809,2099324,903969,1185748,4621156,911555,2118894,1090901,2459972
"LP_36313","TAG 60:9",974.8141377,NA,NA,"[M+NH4]+",NA,"C63H104O6","956.78329","Triacylglyceride","18:0/20:4/22:5 | 20:3/20:3/20:3 | 18:0/20:3/22:6 | 18:1/20:4/22:4 | 18:1/20:3/22:5 | 20:1/20:4/20:4",23958776,37415176,36066712,35146852,38139192,27055742,41180752,46021952,31715968,37774344,19205956,8047128,11496970,6594447,9790320,21521674,7617381,14308628,12281973,12897268,6758666,1403348,3853124,1687022,2213650,8636306,1824940,4233067,2083229,4515145
"LP_36314","TAG 60:9",974.8145174,NA,NA,"[M+NH4]+",NA,"C63H104O6","956.78329","Triacylglyceride","20:3/20:3/20:3 | 18:0/20:4/22:5",719101,1082458,1131704,1558271,1620294,884699,1414458,1659956,1442840,1615371,805981,400905,620069,352939,534018,821410,398403,700646,512337,702773,258724,109539,237558,100391,128884,429937,98195,283750,125231,304652
"LP_36412","TAG 60:8",976.8305068,NA,NA,"[M+NH4]+",NA,"C63H106O6","958.79894","Triacylglyceride","18:1/18:1/24:6 | 18:1/20:3/22:4 | 16:0/22:4/22:4 | 16:0/22:3/22:5 | 18:0/20:3/22:5 | 18:1/20:2/22:5 | 18:0/18:2/24:6 | 20:2/20:3/20:3 | 16:0/20:3/24:5 | 18:0/20:4/22:4 | 18:1/20:4/22:3 | 16:0/20:2/24:6 | 18:2/20:3/22:3 | 18:2/20:2/22:4",20503532,36185336,34745328,36114348,40320376,26140566,35450624,43519256,35858784,41806408,20830846,9932978,14715242,10457154,12594667,20887216,8415213,16677639,16447088,15501012,9054382,1456432,4212651,1947250,2553866,10651992,1762318,5344025,2791175,4240212
"LP_36413","TAG 60:8",976.8300248,NA,NA,"[M+NH4]+",NA,"C63H106O6","958.79894","Triacylglyceride","18:0/20:4/22:4 | 18:0/20:3/22:5 | 18:1/20:1/22:6 | 18:1/20:3/22:4 | 18:0/20:2/22:6 | 20:1/20:3/20:4 | 20:2/20:2/20:4 | 20:2/20:3/20:3",12091309,22850564,18662506,22466364,28266754,13087724,20844662,26153632,20174096,22411864,12616890,5565784,7837503,4969972,6250632,11478952,4298558,9629054,7024520,10406930,4364602,931443,2734836,1330362,1432528,5889090,1160250,2674628,1438709,3178649
"LP_36495","TAG 60:7",978.8459094,NA,NA,"[M+NH4]+",NA,"C63H108O6","960.81459","Triacylglyceride","18:0/18:1/24:6 | 18:1/20:1/22:5 | 18:1/18:1/24:5 | 18:0/20:2/22:5 | 18:1/20:2/22:4 | 16:0/22:3/22:4 | 18:0/20:3/22:4 | 16:0/20:1/24:6 | 16:0/18:1/26:6 | 20:1/20:3/20:3 | 16:0/20:2/24:5 | 18:1/20:3/22:3 | 20:2/20:2/20:3 | 18:0/18:2/24:5 | 16:1/18:0/26:6 | 18:1/18:2/24:4 | 18:2/20:1/22:4 | 16:1/22:3/22:3 | 16:0/20:3/24:4 | 16:0/18:2/26:5",23797374,41176460,40944556,45277692,45636332,26162130,42830840,48914964,41480772,49995136,23606542,16515564,22942628,17193302,23848040,26252640,15614442,32356124,25511898,24878948,14264208,3237011,8947760,4772764,5801562,15644656,4290920,10335770,5890900,9629616
"LP_36496","TAG 60:7",978.8457413,NA,NA,"[M+NH4]+",NA,"C63H108O6","960.81459","Triacylglyceride","18:1/20:0/22:6 | 18:1/20:1/22:5 | 18:0/20:1/22:6 | 16:0/22:1/22:6 | 20:1/20:3/20:3",539092.3,4143339,3101322,7529380,9212163,566060,4296226,5890065,7465519,8991261,1392669,1218091,2090449,1572770,1627894,1614059,1371946,2617552,2324774,2974192,1004366,135728,478413,198466,237241,1715442,142171,429975,607440,818530
"LP_36506","TAG 59:0",978.9423665,NA,NA,"[M+NH4]+",NA,"C62H120O6","960.90849","Triacylglyceride","16:0/18:0/25:0 | 16:0/17:0/26:0 | 17:0/17:0/25:0 | 15:0/18:0/26:0 | 17:0/18:0/24:0",515755,192920,182077,218587,1978880,343957,1343138,1178002,886185,205139,941724,329197,268364,1281758,296934,337230,182077,314570,213931,434327,293660,237084,323019,168723,520544,293537,114370,242004,214844,1298415
"LP_36567","TAG 60:6",980.8623186,NA,NA,"[M+NH4]+",NA,"C63H110O6","962.83024","Triacylglyceride","16:0/22:0/22:6 | 18:0/20:0/22:6",323663,1763439,1291699,2046504,2559344,432328,1536036,2459378,2242379,2394972,589757,720990,1204992,719904,838290,680973,614149,1533460,969211,1235528,633408,102969,495651,228065,156655,764530,131315,475697,260343,375432
